,OID_,id,gid,Latitude,Longitude,area_or_ams_map,twn_rng_sec,county,state,tect_prov,location_notes,meas_date,drill_date,collar_elevation,drill_depth,water_table,surf_temp,min_temp,max_temp,bot_temp,interval_id,depth,bottom,geoth_grad,geoth_grad_sym,geoth_grad_std_err,cgeoth_grad,cgeoth_grad_sym,cgeoth_grad_std_err,GeothermGrad,smu_id,Latitude0,Longitude0
590,729,d233b4be-554e-3427-bac2-5c89fd531341,NM-00710,32.1434279,-108.8298276,Animas,25S/19W-7DA,,NM,BASIN AND RANGE,,1/3/1985 0:00:00,,1293.0,2134.1,,,,163.3,163.3,b,152.4,457.3,91.0,,,,,,91.0,SMU 100650,32.1434279,-108.8298276
591,91,6e29d589-0a34-3a6f-93d9-6528707d4d59,NM-00353,32.141128,-108.8216273,ANIMAS,25S/19W-8C,,NM,BASIN AND RANGE,,1/16/1983 0:00:00,,,,,,,,26.4,a,,,69.5,,,,,,69.5,SMU 100563,32.141128,-108.8216273
592,946,b92c6271-5896-328c-82d7-8cdfe8e42f9e,NM-00377,32.1395279,-108.8386278,ANIMAS,25S/19W-7C,,NM,BASIN AND RANGE,,,,,,,,,,43.5,b,,,418.0,,,,,,418.0,SMU 100563,32.1395279,-108.8386278
593,392,9e4d488f-32df-3470-9ef9-22432da191e6,NM-00380,32.1392279,-108.8526282,ANIMAS,25S/20W-12D,,NM,BASIN AND RANGE,,,,,,,,,,25.5,b,,,152.5,,,,,,152.5,SMU 100563,32.1392279,-108.8526282
594,949,e503f75f-63c7-3b8f-a0ef-7355c7a5b2a0,NM-00378,32.1354281,-108.8306276,ANIMAS,25S/19W-18A,,NM,BASIN AND RANGE,,,,,,,,,,29.9,b,,,136.4,,,,,,136.4,SMU 100563,32.1354281,-108.8306276
595,1095,f316ca1a-e5e3-3faf-a834-2763af0a0ec4,NM-06250,32.1344372,-106.9165745,,25S/1W-16,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/25/1980 0:00:00,,1290.0,,120.0,18.1,20.6,,30.02,a,20.0,120.0,68.1,,,,,,68.1,SMU 100561,32.1344372,-106.9165745
596,650,c739a235-fbef-3ebb-9ce8-80b5c5f444d7,NM-00319,32.1339282,-108.811627,ANIMAS,25S/19W-17A,,NM,BASIN AND RANGE,,1/28/1974 0:00:00,,,,,,,,24.7,a,,,45.0,,,,,,45.0,SMU 100563,32.1339282,-108.811627
597,937,88d66796-802d-362f-8a90-5bd2f498c092,NM-00354,32.1336281,-108.8336276,ANIMAS,25S/19W-18A,,NM,BASIN AND RANGE,,,,,,,,,,26.4,a,,,67.5,,,,,,67.5,SMU 100563,32.1336281,-108.8336276
598,850,b575e221-9e96-39f0-a140-a86b707d510d,NM-00110,32.1334375,-106.8505727,LAS  CRUCES AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,1280.0,,,,,,,d,300.0,360.0,48.3,,,48.3,,,48.3,SMU 100710,32.1334375,-106.8505727
599,932,392367b1-4795-36e2-b6d5-576770f23eca,NM-00344,32.1333282,-108.8256274,ANIMAS,25S/19W-17B,,NM,BASIN AND RANGE,,1/11/1977 0:00:00,,,,,,,,25.5,a,,,55.5,,,,,,55.5,SMU 100563,32.1333282,-108.8256274
600,394,d858420e-ef8d-3b1f-a109-ebe0b60b0250,NM-00381,32.1275283,-108.8416278,ANIMAS,25S/19W-18C,,NM,BASIN AND RANGE,,,,,,,,,,25.6,b,,,73.0,*,,,,,73.0,SMU 100563,32.1275283,-108.8416278
601,980,5ef27f4a-5de0-3445-933e-ff8e6b248e0e,NM-00579,32.1251408,-106.1665535,HUECO TANKS,,,NM,BASIN AND RANGE,,,,,50.0,,,,26.0,26.0,a,10.0,45.0,130.3,,,,,,130.3,SMU 1298,32.1251408,-106.1665535
602,1021,7dd3d1fa-b550-3393-ad5c-96d44f13527c,NM-06006,32.1251306,-108.3756149,Separ NE 7.5,,,NM,Basin and Range,SW Corner of Map for Lat_Long,,,,70.0,,,,,25.34,a,,,58.5,,,,,,58.5,SMU 100574,32.1251306,-108.3756149
603,1025,5ac53847-30e0-3f2d-90b8-91064f330519,NM-06020,32.12513,-108.5006184,Separ 7.5,,,NM,Basin and Range,SW Corner of Map for Lat_Long,,,,80.0,,,,,21.85,a,,,24.0,,,,,,24.0,SMU 100574,32.12513,-108.5006184
604,508,7bc41c1c-8893-3aa4-b91d-889f5acc6b18,NM-06288,32.123736,-107.2426835,,25S/4W-15,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/11/1980 0:00:00,,1274.0,,42.0,18.53,19.85,,22.53,a,20.0,45.0,66.2,,,,,,66.2,SMU 100561,32.123736,-107.2426835
605,1092,376abebe-fa2f-34c1-8756-1ca9e73d4747,NM-06238,32.1236316,-108.1888098,Silver City,25S/13W-16,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/30/1980 0:00:00,,1368.0,,52.0,17.0,18.1,,20.11,a,20.0,70.0,39.8,,,,,,39.8,SMU 100561,32.1236316,-108.1888098
606,56,820a5de1-ef56-385f-8235-e1da29d667c7,NM-00245,32.1234281,-108.8976293,ANIMAS,25S/20W-21A,,NM,BASIN AND RANGE,,1/10/1973 0:00:00,,,,,,,,22.9,a,,,35.5,,,,,,35.5,SMU 100563,32.1234281,-108.8976293
607,105,b030569b-7b04-3e86-8ea0-f3cbe02fbfdb,NM-00382,32.1216284,-108.848628,ANIMAS,25S/20W-24A,,NM,BASIN AND RANGE,,,,,,,,,,25.8,b,,,80.0,,,,,,80.0,SMU 100563,32.1216284,-108.848628
608,130,bedabd3d-0cca-3d00-a817-205db5293fe7,NM-00578,32.1189411,-106.1435528,HUECO TANKS,,,NM,BASIN AND RANGE,,,,,50.0,,,,24.0,24.0,a,10.0,45.0,109.7,,,,,,109.7,SMU 1298,32.1189411,-106.1435528
609,300,17acf5e2-b196-3714-8e92-ee3a1f39ca52,NM-00077,32.1168281,-108.9339303,SILVER CITY AMS,,,NM,BASIN AND RANGE,,,,1300.0,,,,,,,a,90.0,120.0,21.1,,,21.1,,,21.1,SMU 100708,32.1168281,-108.9339303
610,422,0f750cc7-1553-3f11-a00e-373bb1f92f16,NM-00577,32.113841,-106.1895541,HUECO TANKS,,,NM,BASIN AND RANGE,,,,,50.0,,,,25.0,25.0,a,20.0,50.0,105.6,,,,,,105.6,SMU 1298,32.113841,-106.1895541
611,87,4c97d26b-88e3-3d6e-a764-6ee0cb4acb01,NM-00345,32.1137289,-108.7976265,ANIMAS,25S/19W-21D,,NM,BASIN AND RANGE,,,,,,,,,,22.8,a,,,31.7,,,,,,31.7,SMU 100563,32.1137289,-108.7976265
612,665,fec74ce3-5081-350d-9d3e-b8a4512d44df,NM-00355,32.1102288,-108.8376276,ANIMAS,25S/19W-19C,,NM,BASIN AND RANGE,,1/16/1983 0:00:00,,,,,,,,32.0,b,,,125.0,,,,,,125.0,SMU 100563,32.1102288,-108.8376276
613,981,7c2b71dc-2293-362a-9cb0-b9f8f4221f6c,NM-00580,32.1038414,-106.1615532,HUECO TANKS,,,NM,BASIN AND RANGE,,,,,50.0,,,,28.0,28.0,a,20.0,50.0,164.7,,,,,,164.7,SMU 1298,32.1038414,-106.1615532
614,661,9860df4a-cb30-316b-8177-403cec364730,NM-00347,32.100629,-108.8426276,ANIMAS,25S/19W-30C,,NM,BASIN AND RANGE,,,,,,,,,,25.6,a,,,87.0,,,,,,87.0,SMU 100563,32.100629,-108.8426276
615,912,68599237-2ec6-3291-acf1-4ee25b6b4937,NM-00275,32.0949292,-108.8266272,ANIMAS,25S/19W-29C,,NM,BASIN AND RANGE,,1/1/1980 0:00:00,,,,,,,,28.3,a,,,79.5,,,,,,79.5,SMU 100563,32.0949292,-108.8266272
616,784,2767851a-318b-3858-8ab5-cd9524b5707a,NM-06242,32.0912329,-108.0936069,Silver City,25S/12W-32,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/31/1980 0:00:00,,1362.0,,,16.6,18.61,,19.8,a,20.0,44.0,49.6,,,,,,49.6,SMU 100561,32.0912329,-108.0936069
617,791,3be2d888-2210-3362-b50f-9972ce58298e,NM-06289,32.086137,-107.2407832,,25S/4W-34,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/11/1980 0:00:00,,1287.0,,62.0,18.52,19.78,,22.3,a,20.0,50.0,63.0,,,,,,63.0,SMU 100561,32.086137,-107.2407832
618,1112,01b27d3c-c25a-3e78-9e8c-c7cf0fbaec66,NM-06293,32.0844383,-106.9861761,,25S/1W-31,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/12/1980 0:00:00,,1296.0,,,17.0,19.2,20.52,18.5,a,20.0,35.0,44.0,,,,,,44.0,SMU 100561,32.0844383,-106.9861761
619,420,d4245af0-784a-3a1f-9710-67a7439e2cd5,NM-00575,32.0838418,-106.2025542,HUECO TANKS,,,NM,BASIN AND RANGE,,,,1264.0,50.0,,,,22.0,22.0,a,10.0,45.0,71.6,,,,,,71.6,SMU 1298,32.0838418,-106.2025542
620,129,d28ec210-464d-397d-a49d-3a96898178b0,NM-00574,32.0823422,-106.122552,HUECO TANKS,,,NM,BASIN AND RANGE,,,,,50.0,,,,25.0,25.0,a,25.0,45.0,113.7,,,,,,113.7,SMU 1298,32.0823422,-106.122552
621,986,f55ed505-acb5-30af-b8a0-78b2201fa90f,NM-00615,32.0768422,-106.158853,HUECO TANKS,,,NM,BASIN AND RANGE,,,,1250.0,305.0,,,,71.7,71.7,a,50.0,240.0,180.0,,,,,,180.0,SMU 100705,32.0768422,-106.158853
622,909,9922cab1-f72d-320d-b56c-a024136aee25,NM-00269,32.0721297,-108.8676281,ANIMAS,26S/20W-3D,,NM,BASIN AND RANGE,,1/24/1974 0:00:00,,,,,,,,28.6,a,,,121.0,,,,,,121.0,SMU 100563,32.0721297,-108.8676281
623,58,1354f92b-701e-3fac-bd83-92989fbb7cb1,NM-00249,32.0687294,-108.9326299,ANIMAS,26S/20W-7B,,NM,BASIN AND RANGE,,1/6/1974 0:00:00,,,,,,,,23.2,b,,,86.29999999999998,,,,,,86.29999999999998,SMU 100563,32.0687294,-108.9326299
624,910,6f4bc505-bd2a-3f50-8b89-93a7b1ef3dcc,NM-00272,32.0682301,-108.7976262,ANIMAS,26S/19W-4C,,NM,BASIN AND RANGE,,1/1/1980 0:00:00,,,,,,,,24.2,a,,,45.0,,,,,,45.0,SMU 100563,32.0682301,-108.7976262
625,979,e1db260b-1af6-3345-93db-a3b6009749fe,NM-00572,32.0624427,-106.1155517,HUECO TANKS,,,NM,BASIN AND RANGE,,,,,50.0,,,,25.0,25.0,a,20.0,50.0,126.0,,,,,,126.0,SMU 1298,32.0624427,-106.1155517
626,649,2f2cb755-893d-3225-8df2-3e4e2ed2b0df,NM-00317,32.0571297,-108.9496303,ANIMAS,26S/21W-11C,,NM,BASIN AND RANGE,,1/28/1974 0:00:00,,,,,,,,21.7,a,,,13.3,,,,,,13.3,SMU 100563,32.0571297,-108.9496303
627,515,6d810b31-dd99-363b-8779-9b3140bc750b,NM-06309,32.0529388,-107.0670782,,26S/2W-17,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/16/1980 0:00:00,,1303.0,,20.0,19.9,20.91,,29.48,a,90.0,147.5,40.0,,,,,,40.0,SMU 100561,32.0529388,-107.0670782
628,64,f182e8b8-c124-3b29-ac0e-c6214bf18dec,NM-00278,32.0510304,-108.830627,ANIMAS,26S/19W-18B,,NM,BASIN AND RANGE,,1/1/1980 0:00:00,,,,,,,,21.2,a,,,22.1,,,,,,22.1,SMU 100563,32.0510304,-108.830627
629,128,1372c029-203f-3c60-b2be-9a0dfbe440c3,NM-00570,32.0501428,-106.1895537,HUECO TANKS,,,NM,BASIN AND RANGE,,,,,50.0,,,,22.5,22.5,a,10.0,45.0,65.7,,,,,,65.7,SMU 1298,32.0501428,-106.1895537
630,514,2762b3f8-6db5-3682-853a-2e40f431be26,NM-06308,32.0450389,-107.0762784,,26S/2W-17,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/15/1980 0:00:00,,1311.0,,80.0,19.12,21.4,,23.93,a,40.0,80.0,57.0,,,,,,57.0,SMU 100561,32.0450389,-107.0762784
631,248,297ded28-e3b7-3e28-826f-bb091feaba53,NM-06291,32.0450389,-107.0851786,,26S/4W-28,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/11/1980 0:00:00,,1317.0,,90.0,25.8,27.95,,29.26,a,70.0,100.0,50.0,,,,,,50.0,SMU 100561,32.0450389,-107.0851786
632,697,e121db5d-8e85-316a-9f71-87dce1098f1e,NM-00569,32.043443,-106.1685531,HUECO TANKS,,,NM,BASIN AND RANGE,,,,,50.0,,,,24.0,24.0,a,10.0,45.0,84.0,,,,,,84.0,SMU 1298,32.043443,-106.1685531
633,228,39c27dbc-5fa9-37bd-8be8-d52a000d1acb,NM-06241,32.0431346,-108.0123044,Silver City,26S/11W-18,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/31/1980 0:00:00,,1357.0,,0.0,19.7,19.98,,20.23,a,20.0,36.0,11.3,,,,,,11.3,SMU 100561,32.0431346,-108.0123044
634,251,e56d88e0-4d61-3c44-9c46-f3a141418429,NM-06310,32.0422392,-107.0322772,,26S/2W-15,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/15/1980 0:00:00,,1280.0,,128.0,19.89,20.95,,26.3,a,80.0,130.0,52.7,,,,,,52.7,SMU 100561,32.0422392,-107.0322772
635,985,88523b64-967c-361f-8d9b-e65a7c13d57c,NM-00614,32.0418433,-106.1238518,HUECO TANKS,,,NM,BASIN AND RANGE,,,,1250.0,180.0,,,,76.4,76.4,a,100.0,160.0,309.0,,,,,,309.0,SMU 100705,32.0418433,-106.1238518
636,792,bbb1be12-e61c-396e-9e11-74de75dfb188,NM-06295,32.0394396,-106.9533749,,26S/1W-16,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/12/1980 0:00:00,,1284.0,,43.0,18.34,20.05,,25.35,a,40.0,130.0,58.9,,,,,,58.9,SMU 100561,32.0394396,-106.9533749
637,701,721267b5-6cfe-3b40-8797-6bca188cddfd,NM-00616,32.0384433,-106.1255518,HUECO TANKS,,,NM,BASIN AND RANGE,,,,1250.0,457.0,,,,78.29999999999998,73.5,b,25.0,180.0,340.0,,,,,,340.0,SMU 100705,32.0384433,-106.1255518
638,1084,4f2f4c7f-c2c8-393c-9e8c-6bebd2c6920e,NM-06220,32.0378368,-107.5751922,,26S/7W-20,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/29/1980 0:00:00,,1329.0,,,22.1,23.6,,24.98,a,30.0,70.0,34.5,,,,,,34.5,SMU 100561,32.0378368,-107.5751922
639,226,2362bf60-8d27-3a42-ba55-ce319570ee35,NM-06239,32.0376337,-108.2400106,Silver City,26S/14W-23,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/30/1980 0:00:00,,1476.0,,88.0,19.3,20.24,,23.21,a,20.0,90.0,42.4,,,,,,42.4,SMU 100561,32.0376337,-108.2400106
640,978,cbc867f9-82fb-3226-b4de-a2e046852f93,NM-00571,32.0358435,-106.1175516,HUECO TANKS,,,NM,BASIN AND RANGE,,,,,50.0,,,,38.0,38.0,a,10.0,45.0,362.5,,,,,,362.5,SMU 1298,32.0358435,-106.1175516
641,775,8a943220-845e-35f7-ab45-dbd16de17da2,NM-06222,32.0324443,-105.953947,,26S/4E-19,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/24/1980 0:00:00,,1220.0,,,22.9,24.3,,28.0,a,30.0,100.0,52.9,,,,,,52.9,SMU 100561,32.0324443,-105.953947
642,903,3e582117-d965-37b2-b577-f20e72d0407b,NM-00257,32.0296311,-108.8116263,ANIMAS,26S/19W-20C,,NM,BASIN AND RANGE,,1/1/1980 0:00:00,,,,,,,,24.6,b,,,115.0,,,,,,115.0,SMU 100563,32.0296311,-108.8116263
643,421,9dd3c38a-b99e-31a6-bede-d25bd75d1c93,NM-00576,32.0251437,-106.1265518,HUECO TANKS,,,NM,BASIN AND RANGE,,,,,50.0,,,,24.0,24.0,a,10.0,45.0,85.7,,,,,,85.7,SMU 1298,32.0251437,-106.1265518
644,497,0249a636-427d-35fe-a90b-a436b1ca2f9f,NM-06245,32.0221379,-107.4339882,,,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/29/1980 0:00:00,,1223.0,,,20.6,21.0,,21.15,a,25.0,31.0,25.0,,,,,,25.0,SMU 100561,32.0221379,-107.4339882
645,418,80546b83-d79b-3fe9-b810-116bd2566a4e,NM-00568,32.0199436,-106.1855534,HUECO TANKS,,,NM,BASIN AND RANGE,,,,,50.0,,,,22.0,22.0,a,25.0,45.0,400.6,,,,,,400.6,SMU 1298,32.0199436,-106.1855534
646,865,c3068b62-d31a-364b-97d7-029c45f6333d,NM-00136,32.016841,-106.8005705,LAS  CRUCES AMS NEW MEXICO,26S/1E-35,,NM,BASIN AND RANGE,,,,1269.0,,,,,,,a,743.0,1988.0,39.2,*,,39.2,*,,39.2,SMU 100714,32.016841,-106.8005705
647,969,4c2814dd-79bd-3083-a52f-c3193b4adad1,NM-00519,32.0168405,-106.9005733,DONA ANA COUNTY,26S/1W-25,,NM,BASIN AND RANGE,,,,1257.0,115.0,,,,31.0,31.2,a,40.0,110.0,86.0,,,,,,86.0,SMU 1579,32.0168405,-106.9005733
648,513,a39d1342-df53-3c13-9a8c-c71e4235412e,NM-06307,32.0141397,-107.0997789,,26S/3W-25,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/16/1980 0:00:00,,1330.0,,30.0,20.22,21.6,,25.48,a,30.0,110.0,46.0,,,,,,46.0,SMU 100561,32.0141397,-107.0997789
649,900,8040477e-db88-371d-a34c-bd41109d4fd5,NM-00251,32.0134311,-108.8996286,ANIMAS,26S/20W-28C,,NM,BASIN AND RANGE,,1/10/1973 0:00:00,,,,,,,,21.0,a,,,36.9,,,,,,36.9,SMU 100563,32.0134311,-108.8996286
650,924,ed4503f7-cad4-398c-bea1-883577097130,NM-00314,32.0119322,-108.6926229,ANIMAS,26S/18W-28C,,NM,BASIN AND RANGE,,1/7/1974 0:00:00,,,,,,,,23.1,a,,,44.2,,,,,,44.2,SMU 100563,32.0119322,-108.6926229
651,905,6b667881-cb12-323f-836d-905ebadb64d6,NM-00266,32.0088316,-108.8336268,ANIMAS,26S/20W-36A,,NM,BASIN AND RANGE,,1/28/1974 0:00:00,,,,,,,,28.6,b,,,78.0,,,,,,78.0,SMU 100563,32.0088316,-108.8336268
652,631,77e8d1bd-06d4-3d06-a392-ba31b79e6691,NM-00255,32.008432,-108.7606248,ANIMAS,26S/19W-35B,,NM,BASIN AND RANGE,,1/1/1980 0:00:00,,,,,,,,21.1,a,,,23.4,,,,,,23.4,SMU 100563,32.008432,-108.7606248
653,1085,8d5e8422-fbf5-3a51-ad86-195a547fa9b1,NM-06221,32.0083364,-107.8495996,,26S/10W-34,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/30/1980 0:00:00,,1279.0,,36.0,18.7,19.19,,19.66,a,20.0,32.0,39.2,,,,,,39.2,SMU 100561,32.0083364,-107.8495996
654,249,a075ca3a-ca69-31f7-8879-55a334a7a0b4,NM-06298,32.0029415,-106.7744697,,26S/2E-31,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/13/1980 0:00:00,,1263.0,,105.0,19.37,21.84,,25.59,a,40.0,100.0,61.7,,,,,,61.7,SMU 100561,32.0029415,-106.7744697
655,131,31ddcd46-f1be-3e78-ad59-d46eb05cf1c8,NM-00584,32.0026445,-106.0905506,HUECO TANKS,,,NM,BASIN AND RANGE,,,,,50.0,,,,32.0,32.0,a,25.0,50.0,279.7,,,,,,279.7,SMU 1298,32.0026445,-106.0905506
656,423,97a9b85c-167b-3d49-b0e1-65d9683044a0,NM-00583,32.0026444,-106.105551,HUECO TANKS,,,NM,BASIN AND RANGE,,,,,50.0,,,,34.0,34.0,a,20.0,45.0,289.4,,,,,,289.4,SMU 1298,32.0026444,-106.105551
657,698,1eed52d1-b600-3be5-a7cf-574252ed12c5,NM-00582,32.0016444,-106.1165513,HUECO TANKS,,,NM,BASIN AND RANGE,,,,,50.0,,,,26.0,26.0,a,27.0,49.0,158.9,,,,,,158.9,SMU 1298,32.0016444,-106.1165513
658,977,42b0f1e1-c176-3fc8-bb49-51ebe5d4f97b,NM-00567,32.0014443,-106.1345519,HUECO TANKS,,,NM,BASIN AND RANGE,,,,,50.0,,,,22.0,22.0,a,33.0,46.0,122.9,,,,,,122.9,SMU 1298,32.0014443,-106.1345519
659,419,3285b653-5f74-3d67-a830-7bb02be36d6c,NM-00573,32.0013444,-106.1295517,HUECO TANKS,,,NM,BASIN AND RANGE,,,,,50.0,,,,23.0,23.0,a,15.0,45.0,107.4,,,,,,107.4,SMU 1298,32.0013444,-106.1295517
660,252,3f2865ed-6626-3a1f-a38c-319124a0cac9,NM-06311,32.0012413,-106.8170709,,26S/1E-35,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/15/1980 0:00:00,,1268.0,,110.0,19.35,21.33,,28.78,a,40.0,100.0,83.0,,,,,,83.0,SMU 100561,32.0012413,-106.8170709
661,982,e4b7a9db-bfd0-39a6-867a-ea6306f9b780,NM-00581,32.0008444,-106.1225515,HUECO TANKS,,,NM,BASIN AND RANGE,,,,,50.0,,,,26.0,26.0,a,15.0,45.0,171.0,,,,,,171.0,SMU 1298,32.0008444,-106.1225515
662,1142,45dc3ea1-8bee-3fa9-af5a-e9eea20dee71,TX-00329,32.0004441,-106.1985536,HUECO TANKS,,,TX,BASIN AND RANGE,,,,,50.0,,,,23.0,23.0,a,25.0,50.0,31.3,,,,,,31.3,SMU 1298,32.0004441,-106.1985536
663,1113,1e4845de-ecb4-3abf-a7e1-60bf9aca4bc2,NM-06294,32.0001405,-107.000576,,26S/1W-4,,NM,Basin and Range,Location based on SW corner of map,1/12/1980 0:00:00,,1285.0,,,25.9,27.5,,28.1,a,40.0,100.0,7.5,,,,,,7.5,SMU 100561,32.0001405,-107.000576
664,736,a56e92d5-f428-34c4-a638-891f9f0e9ac4,NM-06023,32.0001341,-108.3756141,The Saltys 7.5,,,NM,Basin and Range,SW Corner of Map for Lat_Long,,,,70.0,,,,,19.37,a,,,32.5,,,,,,32.5,SMU 100574,32.0001341,-108.3756141
665,1148,fc618027-c121-3d11-b63e-ce721a094cbe,AZ-06450,32.0001297,-109.2506382,Vanar 15,,,AZ,Basin and Range,SW Corner of Map for Lat_Long,,,,95.0,,,,,23.01,a,,,35.0,,,,,,35.0,SMU 100574,32.0001297,-109.2506382
666,813,4e4f491b-33b8-3e55-8581-1ee9e28d62f7,TX-00327,31.9999445,-106.0975508,HUECO TANKS,,,TX,BASIN AND RANGE,,,,,120.0,,,,48.0,48.0,a,60.0,120.0,171.9,,,,,,171.9,SMU 1298,31.9999445,-106.0975508
667,814,8ff5e60c-0f00-3d20-914c-bb96c564771c,TX-00331,31.9988445,-106.1125512,HUECO TANKS,,,TX,BASIN AND RANGE,,,,,50.0,,,,26.5,26.5,a,15.0,45.0,177.3,,,,,,177.3,SMU 1298,31.9988445,-106.1125512
668,529,d322a7eb-db6f-3da5-a27d-b0ffc85e370c,TX-00068,31.9981439,-106.2585553,El Paso  County,,,TX,BASIN AND RANGE,,1/1/1980 0:00:00,,,,,,,,,a,,,24.0,,,,,,24.0,SMU 1639,31.9981439,-106.2585553
669,1141,75e5e19b-a676-302f-ac7e-58fd71ef6848,TX-00328,31.9964446,-106.1015509,EL PASO AMS TEXAS,,,TX,BASIN AND RANGE,,,,1264.0,300.0,,,,69.0,69.0,a,180.0,260.0,134.6,,,134.6,,,134.6,SMU 1298,31.9964446,-106.1015509
670,280,99d240cf-b28d-3f6d-8142-b6754edadd11,TX-00333,31.9958447,-106.0935507,HUECO TANKS,,,TX,BASIN AND RANGE,,,,,50.0,,,,35.0,35.0,a,15.0,50.0,313.6,,,,,,313.6,SMU 1298,31.9958447,-106.0935507
671,279,692e679d-25dd-3762-99d3-189a1e30b5db,TX-00330,31.9943449,-106.0525495,HUECO TANKS,,,TX,BASIN AND RANGE,,,,,50.0,,,,23.0,23.0,a,30.0,50.0,57.3,,,,,,57.3,SMU 1298,31.9943449,-106.0525495
672,525,aaaf1a32-46e4-314c-80b6-9da3b34a110b,TX-00057,31.9941432,-106.4465605,El Paso  County,,,TX,BASIN AND RANGE,,1/10/1973 0:00:00,,,,,,,,,a,,,18.0,,,,,,18.0,SMU 1639,31.9941432,-106.4465605
673,272,5d513415-332d-3fc5-aab9-2f11e7026602,TX-00085,31.9877439,-106.3285572,El Paso  County,,,TX,BASIN AND RANGE,,1/11/1974 0:00:00,,,,,,,,,a,,,34.0,,,,,,34.0,SMU 1639,31.9877439,-106.3285572
674,276,0186091c-a8fb-3916-bbf3-5499252a7688,TX-00103,31.9874449,-106.0795502,El Paso  County,,,TX,BASIN AND RANGE,,1/3/1977 0:00:00,,,,,,,,,a,,,271.0,,,,,,271.0,SMU 1639,31.9874449,-106.0795502
675,263,ea16b357-1f58-3003-b3e0-03bca56beff1,TX-00055,31.9868436,-106.3965591,El Paso  County,,,TX,BASIN AND RANGE,,1/10/1973 0:00:00,,,,,,,,,a,,,15.0,,,,,,15.0,SMU 1639,31.9868436,-106.3965591
676,278,aa27d065-5338-3967-91b4-4abe43e5bd7c,TX-00326,31.9826451,-106.0765501,HUECO TANKS,,,TX,BASIN AND RANGE,,,,,50.0,,,,27.0,27.0,a,25.0,50.0,153.9,,,,,,153.9,SMU 1298,31.9826451,-106.0765501
677,1143,50006260-3037-3ceb-a105-bfe1dc5d6d62,TX-00332,31.981345,-106.1135511,HUECO TANKS,,,TX,BASIN AND RANGE,,,,,50.0,,,,24.0,24.0,a,15.0,45.0,110.4,,,,,,110.4,SMU 1298,31.981345,-106.1135511
678,532,b73979ce-2070-3d77-a09f-6f2f4d33abfd,TX-00074,31.9802436,-106.4285599,El Paso  County,,,TX,BASIN AND RANGE,,1/1/1980 0:00:00,,,,,,,,,a,,,25.0,,,,,,25.0,SMU 1639,31.9802436,-106.4285599
679,101,d4b1eeef-625c-3bf3-81d3-712723337489,NM-00373,31.9751379,-107.7138957,TRES HERMANAS NEW MEXICO,27S/9W-12,,NM,BASIN AND RANGE,,,,,35.0,,,,,22.9,a,0.0,35.0,79.0,,,,,,79.0,SMU 100571,31.9751379,-107.7138957
680,676,35d6cc7b-12f7-3401-aad5-09b0dc1214ea,NM-00406,31.9739426,-106.7005675,STRAUSS PROSPECT  NEW MEXICO,27S/2E-12C,,NM,BASIN AND RANGE,,1/18/1977 0:00:00,1/5/1977 0:00:00,1250.0,152.1,,,,27.0,27.0,a,69.5,152.1,37.5,,,,,,37.5,SMU 1607,31.9739426,-106.7005675
681,962,7aa10b25-e6ee-376f-9b68-74ff372e39a2,NM-00457,31.9715328,-108.7948255,ANIMAS,27S/19W-9,,NM,BASIN AND RANGE,,1/19/1977 0:00:00,,1338.0,147.86,6.0,,,19.76,19.76,a,12.2,147.86,13.0,,,,,,13.0,SMU 1511a,31.9715328,-108.7948255
682,229,c5b17f58-2041-38e8-be0c-d24412e8a322,NM-06246,31.9678396,-107.3855865,,27S/5W-7,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/28/1980 0:00:00,,1220.0,,20.0,20.6,20.74,,20.83,a,20.0,28.0,11.3,,,,,,11.3,SMU 100561,31.9678396,-107.3855865
